"logP","SMILES (RDKit Mol)","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA8","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN7","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN15","MQN16","MQN17","MQN18","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN38","MQN39","MQN40","MQN41","MQN42"
1.9,"O=C/C=C/c1ccccc1",0.10290941316609006,0.0945993939343461,0.04186491391573062,0.08899740247065915,0.08898614148943007,0.041666666666666664,0,0.09523809523809523,0,0.041666666666666664,0,0.029411764705882353,0.0963855421686747,0.07407407407407407,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0.07942765362229069,0.09297844612914583,0.05900398325357244,0.06748529712083423,0.04458509864288547,0.09297844612914583,0.05900398325357244,0.07398252776585086,0.06879415323010092,0.4905462184873949,0.07275060299458676,0.003086613323809493,0.0030309165694599044,0.02395979152960271,0,0,0,0,0,0.27067347438361483,0,0,0.08880157374412292,0,0.1580115455030394,0,0,0,0.16957498243491875,0.08573272550717259,0,0,0.08774196385121441,0,0,0,0,0.1232876712328767,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.0963855421686747,0.03333333333333333,0.13333333333333333,0,0.13043478260869565,0.15789473684210525,0,0.09523809523809523,0.0425531914893617,0.041666666666666664,0,0,0,0,0.03125,0.13636363636363635,0,0,0.2272727272727273,0.05263157894736842,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
1.81,"Oc1ccccc1C=O",0.07885356420155266,0.08004504370144377,0.09147986461961055,0.08024980198304513,0.08024794225495815,0.08333333333333333,0.09090909090909091,0.047619047619047616,0.125,0.08333333333333333,0,0.058823529411764705,0.08433734939759036,0.0582010582010582,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0.06529753516010757,0.07557982968547418,0.051907707187665963,0.06152266071923209,0.03663841068837289,0.07557982968547418,0.051907707187665963,0.06744583115252267,0.056532530278600036,0.4968487394957983,0.05948094647088864,0.0018049271482338085,0.002948801172104798,0.04947869504902022,0,0,0,0,0,0.1923670702327751,0,0.16848410854678747,0.04515554043184487,0.07371556217423678,0.1580115455030394,0,0,0,0.05651000732603666,0.08936594385810698,0,0.08311515384300446,0.08025144403836741,0.24984633585944768,0,0,0,0.0958904109589041,0,0,0,0,0,0,0,0,0.10526315789473684,0,0.08433734939759036,0.03333333333333333,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.047619047619047616,0.0851063829787234,0.08333333333333333,0.09090909090909091,0.125,0,0,0.0625,0.045454545454545456,0,0,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
1.71,"COc1cccc(C=O)c1",0.0934658098805473,0.09347097950514283,0.06450188845833131,0.09247239308173644,0.09246975405153665,0.08333333333333333,0,0.09523809523809523,0,0.08333333333333333,0,0.058823529411764705,0.0963855421686747,0.07407407407407407,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.125,0.0825998927411285,0.08823175443381293,0.058650497084178785,0.07113263426353182,0.044602623781740174,0.08823175443381293,0.058650497084178785,0.07798101681373767,0.06882119426229436,0.4968487394957983,0.0735990934926887,0.002494797588213167,0.0029769287742949994,0.04763136701646979,0,0,0,0,0.10599827888212787,0.1923670702327751,0,0.16848410854678747,0.04515554043184487,0.06837925043435096,0.1580115455030394,0,0,0,0.05651000732603666,0.08936594385810698,0.07316620113410378,0.10621678239089807,0.16799340788958184,0,0,0,0,0.1095890410958904,0,0,0,0,0,0,0,0,0.10526315789473684,0,0.0963855421686747,0.05,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.09523809523809523,0.0851063829787234,0.08333333333333333,0,0,0,0,0.0625,0.09090909090909091,0,0,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
3.17,"CC(C)c1ccc(C=O)cc1",0.11600069604902467,0.10876909425508108,0.04186491391573062,0.10297665883312476,0.10296562386264815,0.041666666666666664,0,0.09523809523809523,0,0.041666666666666664,0,0.029411764705882353,0.10843373493975905,0.10052910052910052,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.3,0.10364826965259061,0.11569849702671363,0.09099487129737774,0.1005913830658467,0.059868125700693484,0.11569849702671363,0.09099487129737774,0.11027594317839683,0.09237563980829411,0.5178571428571428,0.09059812146373541,0.0028069751762968584,0.003035499834198146,0.02395979152960271,0,0,0,0.0757711767586094,0,0.22824583729011164,0,0,0.04515554043184487,0,0.1580115455030394,0,0,0,0.17751667887672773,0.08456810654249641,0.07316620113410378,0,0.08774196385121441,0,0,0,0,0.136986301369863,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.10843373493975905,0.06666666666666667,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.09523809523809523,0.0425531914893617,0.041666666666666664,0,0,0,0,0.09375,0.045454545454545456,0.16666666666666666,0,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
3.1,"CC(C)(C)c1ccc(C=O)cc1",0.12978713098638023,0.12155366369873086,0.04186491391573062,0.11519924993181607,0.11518743565922665,0.041666666666666664,0,0.047619047619047616,0,0.041666666666666664,0,0.029411764705882353,0.1204819277108434,0.1164021164021164,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.36363636363636365,0.12025954877515485,0.12583320058181255,0.12352153505328982,0.11063049053243304,0.06624555409489581,0.12583320058181255,0.12352153505328982,0.12128157816228417,0.10221591827619339,0.5178571428571428,0.10479766837105688,0.002576867571346722,0.003039326323662743,0.02395979152960271,0,0,0,0.10038558837930468,0,0.22824583729011164,0,0,0.04515554043184487,0,0.1580115455030394,0,0,0,0.20976501098905495,0.08086378691500713,0.07316620113410378,0,0.08774196385121441,0,0,0,0,0.1506849315068493,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.1204819277108434,0.08333333333333333,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.047619047619047616,0.0425531914893617,0.041666666666666664,0,0,0,0,0.125,0.045454545454545456,0,0.1111111111111111,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
2.75,"Brc1ccc(C=O)cc1",0.09689821658366685,0.09826962594564503,0.04186491391573062,0.1350558412169788,0.1342390718726883,0.041666666666666664,0,0.047619047619047616,0,0.041666666666666664,0,0.058823529411764705,0.08433734939759036,0.05291005291005291,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0.0926048803579866,0.10044822877903484,0.08003108390980818,0.08876581385194271,0.050271644342043634,0.07423764575184275,0.05168280644655868,0.0637915349675631,0.0521192751457458,0.5682773109243697,0.06907571057098444,0.002268899695025003,0.003008282611517215,0.02395979152960271,0,0,0,0,0,0.22121169337020177,0,0,0.15958552088082606,0,0.1580115455030394,0,0,0,0.13070608186433158,0.08936594385810698,0.13198794087610077,0,0.08774196385121441,0,0,0,0,0.0958904109589041,0,0,0.16666666666666666,0,0,0,0,0,0.05263157894736842,0,0.08433734939759036,0.03333333333333333,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.047619047619047616,0.0425531914893617,0.041666666666666664,0,0,0,0,0.0625,0.045454545454545456,0,0,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
1.76,"COc1ccc(C=O)cc1",0.0934658098805473,0.09347097950514283,0.06450188845833131,0.09247239308173644,0.09246975405153665,0.08333333333333333,0,0.09523809523809523,0,0.08333333333333333,0,0.058823529411764705,0.0963855421686747,0.07407407407407407,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.125,0.08259989274112851,0.0882317544338129,0.058543555134279626,0.07240548773145293,0.0425842275426578,0.0882317544338129,0.058543555134279626,0.07937641582729942,0.06570683847130074,0.4968487394957983,0.0735990934926887,0.002494797588213167,0.0029769287742949994,0.04763136701646979,0,0,0,0,0.10599827888212787,0.1923670702327751,0,0.16848410854678747,0.04515554043184487,0.06837925043435096,0.1580115455030394,0,0,0,0,0.17873188771621396,0.07316620113410378,0.10621678239089807,0.16799340788958184,0,0,0,0,0.1095890410958904,0,0,0,0,0,0,0,0,0.10526315789473684,0,0.0963855421686747,0.05,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.09523809523809523,0.0851063829787234,0.08333333333333333,0,0,0,0,0.0625,0.09090909090909091,0,0,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
2.09,"CCOc1ccc(C=O)cc1",0.10727018422575892,0.10625554894879255,0.06450188845833131,0.10469498418042777,0.10469156584811515,0.08333333333333333,0,0.14285714285714285,0,0.08333333333333333,0,0.058823529411764705,0.10843373493975905,0.08994708994708994,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.2222222222222222,0.09533056150903796,0.10765121530634095,0.06562968565578739,0.07676074187123894,0.05049666221869801,0.10765121530634095,0.06562968565578739,0.08415097745880745,0.0779156091165471,0.4968487394957983,0.08776150809579163,0.003227415600103872,0.0030535107123076145,0.04763136701646979,0,0,0,0.026542353517218856,0.09850043027946806,0.1923670702327751,0,0.16848410854678747,0.04515554043184487,0.06837925043435096,0.1580115455030394,0,0,0,0,0.22972998121212473,0.07316620113410378,0.09870347781814906,0.16799340788958184,0,0,0,0,0.1232876712328767,0,0,0,0,0,0,0,0,0.10526315789473684,0,0.10843373493975905,0.06666666666666667,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.14285714285714285,0.0851063829787234,0.08333333333333333,0,0,0,0,0.0625,0.13636363636363635,0,0,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
1.35,"Oc1ccc(C=O)cc1",0.07885356420155268,0.08004504370144377,0.09147986461961055,0.08024980198304513,0.08024794225495815,0.08333333333333333,0.09090909090909091,0.047619047619047616,0.125,0.08333333333333333,0,0.058823529411764705,0.08433734939759036,0.0582010582010582,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0.06529753516010758,0.07538207439959796,0.05292057291706406,0.05952434711824044,0.03449835568058564,0.07538207439959796,0.05292057291706406,0.06525512743219185,0.053230456791990094,0.4968487394957983,0.05948094647088864,0.0018049271482338085,0.002970918199468887,0.04947869504902022,0,0,0,0,0,0.1923670702327751,0,0.16848410854678747,0.04515554043184487,0.07371556217423678,0.1580115455030394,0,0,0,0,0.17873188771621396,0.07316620113410378,0,0.16799340788958184,0,0,0,0,0.0958904109589041,0,0,0,0,0,0,0,0,0.10526315789473684,0,0.08433734939759036,0.03333333333333333,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.047619047619047616,0.0851063829787234,0.08333333333333333,0.09090909090909091,0.125,0,0,0.0625,0.045454545454545456,0,0,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
2.72,"CCN(CC)c1ccc(C=O)cc1",0.1443210412510702,0.13312281738734502,0.04981115416687106,0.12828274642763488,0.1282771162683177,0.08333333333333333,0,0.19047619047619047,0,0.08333333333333333,0,0.058823529411764705,0.13253012048192772,0.12698412698412698,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.36363636363636365,0.1267666415552407,0.14302962457405266,0.08921334678536287,0.1247987997606697,0.08438895575305543,0.14302962457405266,0.08921334678536287,0.13681395892659104,0.13021092090664896,0.4968487394957983,0.11617369855953875,0.004099174125789284,0.0030782373502749112,0.02395979152960271,0,0,0,0.05308470703443771,0.26820001786778513,0.1923670702327751,0,0,0.08600989022661233,0.07073292131509726,0.1580115455030394,0,0,0,0,0.28072807470803557,0.3201054217399819,0,0.08774196385121441,0,0,0,0,0.1506849315068493,0,0,0,0,0,0,0.07692307692307693,0,0.05263157894736842,0,0.13253012048192772,0.1,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.19047619047619047,0.06382978723404255,0.08333333333333333,0,0,0,0,0.09375,0.13636363636363635,0.16666666666666666,0,0.18181818181818182,0.10526315789473684,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
2.6,"Clc1cccc(C=O)c1Cl",0.10383478762133001,0.11180549449276794,0.04186491391573062,0.12633699566671822,0.12552902002006636,0.041666666666666664,0,0.047619047619047616,0,0.041666666666666664,0,0.08823529411764705,0.0963855421686747,0.05291005291005291,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0.09668232010770832,0.10291271128857556,0.07882315988051299,0.11231708457979787,0.06014250194453461,0.07792736243865409,0.0545153529902263,0.0702807476386728,0.05887295500053649,0.578781512605042,0.08464269263404049,0.002521851141003709,0.002972901698600536,0.02395979152960271,0,0,0,0,0,0.2180270423985628,0,0,0.2118222070985116,0,0.1580115455030394,0,0,0,0.16457620094530906,0.04468297192905349,0.07316620113410378,0.15007120712443725,0,0.24984633585944768,0,0,0,0.0958904109589041,0,0.16666666666666666,0,0,0,0,0,0,0.05263157894736842,0,0.0963855421686747,0.05,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.047619047619047616,0.0425531914893617,0.041666666666666664,0,0,0,0,0.09375,0.045454545454545456,0,0,0.13636363636363635,0.15789473684210525,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
1.22,"COc1ccc(C=O)cc1OC",0.11305564325932714,0.1165265730861538,0.08713886300093199,0.11863590062642207,0.11863931963016061,0.125,0,0.14285714285714285,0,0.125,0,0.08823529411764705,0.1204819277108434,0.09523809523809523,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.2222222222222222,0.1065612269038092,0.10571782451671818,0.06910860901473001,0.08928207335076939,0.057786529975698234,0.10571782451671818,0.06910860901473001,0.09787781564981536,0.08916376813754931,0.47584033613445376,0.09911480495884191,0.003225842194315801,0.0029991621492225697,0.07130294250333688,0,0,0,0,0.21199655776425574,0.15324499443891546,0,0.33696821709357494,0.04515554043184487,0.13675850086870192,0.1580115455030394,0,0,0,0,0.13404891578716047,0.07316620113410378,0.21243356478179615,0.08774196385121441,0.45703397463078554,0,0,0,0.1232876712328767,0,0,0,0,0,0,0,0,0.15789473684210525,0,0.1204819277108434,0.08333333333333333,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.14285714285714285,0.1276595744680851,0.125,0,0,0,0,0.09375,0.13636363636363635,0,0,0.13636363636363635,0.15789473684210525,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
1.63,"CCOc1ccc(C=O)cc1OC",0.12686001760453874,0.12931114252980352,0.08713886300093199,0.1308584917251134,0.1308611314267391,0.125,0,0.19047619047619047,0,0.125,0,0.08823529411764705,0.13253012048192772,0.1111111111111111,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.3,0.11929189567171866,0.1251372853892462,0.07619473953623777,0.0939047960071043,0.06440745236163428,0.1251372853892462,0.07619473953623777,0.10294559666089641,0.09937975426311488,0.47584033613445376,0.11332851518246938,0.003950628277012336,0.00306781890855477,0.07130294250333688,0,0,0,0.026542353517218856,0.20449870916159596,0.15324499443891546,0,0.33696821709357494,0.04515554043184487,0.13675850086870192,0.1580115455030394,0,0,0,0,0.18504700928307125,0.07316620113410378,0.20492026020904713,0.08774196385121441,0.45703397463078554,0,0,0,0.136986301369863,0,0,0,0,0,0,0,0,0.15789473684210525,0,0.13253012048192772,0.1,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.19047619047619047,0.1276595744680851,0.125,0,0,0,0,0.09375,0.18181818181818182,0,0,0.13636363636363635,0.15789473684210525,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
2.5,"Oc1ccc(Br)cc1C=O",0.10187580428345204,0.10789928372295696,0.09147986461961055,0.14899675766297316,0.14818682565473376,0.08333333333333333,0.09090909090909091,0.047619047619047616,0.125,0.08333333333333333,0,0.08823529411764705,0.0963855421686747,0.0582010582010582,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0.09926385693964636,0.10508461882772518,0.08472402863035107,0.09310606884159546,0.062306805042218937,0.07887403580053308,0.056375751167101563,0.07079508889893131,0.059669553001997805,0.5472689075630252,0.08039241955463315,0.0023226216752278606,0.002978438162623486,0.04947869504902022,0,0,0,0,0,0.18208961757634212,0,0.16848410854678747,0.15958552088082606,0.07371556217423678,0.1580115455030394,0,0,0,0.07419607453829492,0.13404891578716047,0.058821739741997,0.08311515384300446,0.08025144403836741,0.24984633585944768,0,0,0,0.0958904109589041,0,0,0.16666666666666666,0,0,0,0,0,0.10526315789473684,0,0.0963855421686747,0.05,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.047619047619047616,0.0851063829787234,0.08333333333333333,0.09090909090909091,0.125,0,0,0.09375,0.045454545454545456,0,0,0.13636363636363635,0.15789473684210525,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
1.29,"COc1cc(C=O)ccc1O",0.09844339758033252,0.10310063728245472,0.11411683916221124,0.10641330952773076,0.10641750783358211,0.125,0.09090909090909091,0.09523809523809523,0.125,0.125,0,0.08823529411764705,0.10843373493975905,0.07936507936507936,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.125,0.0892588693227883,0.09286814448250325,0.06343897214263938,0.07749381707412024,0.04789059799137843,0.09286814448250325,0.06343897214263938,0.0849546303856741,0.07389449023963919,0.47584033613445376,0.08492615547906807,0.0025352677645449732,0.0029921731000670795,0.0731502705358873,0,0,0,0,0.10599827888212787,0.15324499443891546,0,0.33696821709357494,0.04515554043184487,0.14209481260858772,0.1580115455030394,0,0,0,0,0.13404891578716047,0.07316620113410378,0.10621678239089807,0.08774196385121441,0.45703397463078554,0,0,0,0.1095890410958904,0,0,0,0,0,0,0,0,0.15789473684210525,0,0.10843373493975905,0.06666666666666667,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.09523809523809523,0.1276595744680851,0.125,0.09090909090909091,0.125,0,0,0.09375,0.09090909090909091,0,0,0.13636363636363635,0.15789473684210525,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
1.58,"CCOc1cc(C=O)ccc1O",0.11224777192554412,0.1158852067261045,0.11411683916221124,0.1186359006264221,0.11863931963016061,0.125,0.09090909090909091,0.14285714285714285,0.125,0.125,0,0.08823529411764705,0.1204819277108434,0.09523809523809523,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.2222222222222222,0.10198953809069775,0.11228760535503128,0.07052510266414715,0.08211653973045517,0.05460543707981309,0.11228760535503128,0.07052510266414715,0.09002241139675515,0.08425538845958647,0.47584033613445376,0.09911480495884191,0.003225842194315801,0.0030195679232293687,0.0731502705358873,0,0,0,0.026542353517218856,0.09850043027946806,0.15324499443891546,0,0.33696821709357494,0.04515554043184487,0.14209481260858772,0.1580115455030394,0,0,0,0,0.18504700928307125,0.07316620113410378,0.09870347781814906,0.08774196385121441,0.45703397463078554,0,0,0,0.1232876712328767,0,0,0,0,0,0,0,0,0.15789473684210525,0,0.1204819277108434,0.08333333333333333,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.14285714285714285,0.1276595744680851,0.125,0.09090909090909091,0.125,0,0,0.09375,0.13636363636363635,0,0,0.13636363636363635,0.15789473684210525,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
0.54,"Oc1ccc(O)c(C=O)c1",0.08383115190133787,0.08967470147875567,0.1410948153234905,0.09419071842903945,0.09419569603700362,0.125,0.18181818181818182,0.047619047619047616,0.25,0.125,0,0.08823529411764705,0.0963855421686747,0.06349206349206349,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0.07195651174176736,0.08001846444828829,0.057613517637606956,0.0658234089570925,0.039703482039737115,0.08001846444828829,0.057613517637606956,0.07216063925882368,0.06126189041517539,0.47584033613445376,0.0707714221296684,0.0018860160009179774,0.0029485992263223997,0.07499759856843773,0,0,0,0,0,0.15324499443891546,0,0.33696821709357494,0.04515554043184487,0.14743112434847355,0.1580115455030394,0,0,0,0,0.13404891578716047,0,0.08311515384300446,0.16050288807673482,0.24984633585944768,0,0,0,0.0958904109589041,0,0,0,0,0,0,0,0,0.15789473684210525,0,0.0963855421686747,0.05,0.06666666666666667,0,0.13043478260869565,0.15789473684210525,0,0.047619047619047616,0.1276595744680851,0.125,0.18181818181818182,0.25,0,0,0.09375,0.045454545454545456,0,0,0.13636363636363635,0.15789473684210525,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
2,"COc1cc(C=O)cc(c1O)[N+]([O-])=O",0.11833939685318846,0.13253248164388165,0.21991955658017365,0.14562197365176394,0.14564502543012453,0.25,0.09090909090909091,0.14285714285714285,0.125,0.20833333333333331,0,0.1764705882352941,0.14457831325301207,0.08994708994708994,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0.125,0.11061795598468102,0.10957360464183304,0.07634017673737346,0.09426603912437814,0.06094075566802136,0.10957360464183304,0.07634017673737346,0.10334161890713595,0.0940306921145051,0.41281512605042014,0.11901959989501266,0.0032013925470168996,0.003006943266655959,0.09775358506579584,0,0,0,0,0.10599827888212787,0.1793502814881373,0,0.33696821709357494,0.08600989022661233,0.14209481260858772,0.4913448788363727,0,0,0,0,0.04468297192905349,0.1529463580648833,0.17976856150682008,0.08774196385121441,0.22851698731539277,0.21629955983115307,0,0.048104774135970856,0.1095890410958904,0,0,0,0,0,0,0.07692307692307693,0,0.2631578947368421,0,0.14457831325301207,0.1,0.13333333333333333,0,0.13043478260869565,0.15789473684210525,0,0.14285714285714285,0.2553191489361702,0.25,0.09090909090909091,0.125,0.2,0.2,0.15625,0.09090909090909091,0.16666666666666666,0,0.09090909090909091,0.21052631578947367,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
6,"Oc1ccc2ccccc2c1C=O",0.1311947765228163,0.125603245188878,0.09147986461961055,0.12387017058648758,0.12386217771135341,0.08333333333333333,0.09090909090909091,0.047619047619047616,0.125,0.08333333333333333,0,0.058823529411764705,0.13253012048192772,0.08994708994708994,0,0,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,0,0,0.10409051463360759,0.12220646319586716,0.08784115716724951,0.11946424849519331,0.0878511919403441,0.12220646319586716,0.08784115716724951,0.1309658171245359,0.1355531005594273,0.4422268907563025,0.08786395511224655,0.002386210389966066,0.0029577362436069847,0.04947869504902022,0,0,0,0,0,0.2706112218204944,0,0.16848410854678747,0.12253754949646906,0.07371556217423678,0.1580115455030394,0,0,0,0.14127501831509162,0.12402947459281385,0,0.08311515384300446,0.08025144403836741,0.24984633585944768,0,0,0,0.1506849315068493,0,0,0,0,0,0,0,0,0.10526315789473684,0,0.13253012048192772,0.03333333333333333,0.06666666666666667,0,0.2608695652173913,0.2631578947368421,0,0.047619047619047616,0.0851063829787234,0.08333333333333333,0.09090909090909091,0.125,0,0,0.0625,0.045454545454545456,0,0,0.2727272727272727,0.21052631578947367,0,0,0,0,0.2857142857142857,0,0,0,0,0.2,0.07142857142857142
-0.76,"CO",0.003055081157881133,0.001270859327447884,0.04961495070387993,0.0017566652637742743,0.0017576705766395792,0.041666666666666664,0.09090909090909091,0,0.125,0.041666666666666664,0,0.029411764705882353,0,0.010582010582010581,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005974742510383858,0.005240094023000916,0,0,0,0.005240094023000916,0,0,0,0.6302521008403361,0.004156460801431634,0.00048709510850762465,0,0.025518903519417508,0,0,0,0,0.10599827888212787,0,0,0,0,0.07371556217423678,0,0,0,0,0,0,0.09350254562374105,0,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0.05263157894736842,0,0,0.016666666666666666,0,0,0,0,0,0,0.0425531914893617,0.041666666666666664,0.09090909090909091,0.125,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3125,"CCO",0.016859455503092723,0.014055428771097632,0.04961495070387993,0.013979256362465588,0.013979482373218076,0.041666666666666664,0.09090909090909091,0,0.125,0.041666666666666664,0,0.029411764705882353,0.012048192771084341,0.026455026455026454,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0187054112782933,0.02428233738975709,0.009790053540535582,0,0,0.02428233738975709,0.009790053540535582,0,0,0.6302521008403361,0.01848908425464416,0.001465612797090483,0.003041426324069222,0.025518903519417508,0,0,0,0.026542353517218856,0.09850043027946806,0,0,0,0,0.07371556217423678,0,0,0,0,0,0.05099809349591081,0.08688858982706531,0,0,0,0,0,0,0.0273972602739726,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.012048192771084341,0.03333333333333333,0,0,0,0,0,0,0.0425531914893617,0.041666666666666664,0.09090909090909091,0.125,0,0,0.0625,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51,"CCCCCO",0.05827257853872744,0.052409137102046886,0.04961495070387993,0.05064702965853953,0.05064491776295355,0.041666666666666664,0.09090909090909091,0.14285714285714285,0.125,0.041666666666666664,0,0.029411764705882353,0.04819277108433736,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05689741758202163,0.07386110199757154,0.044293272268236136,0.044052690643933176,0.02257526620426075,0.07386110199757154,0.044293272268236136,0.04829391804987783,0.034833304618336995,0.6302521008403361,0.06148695461428169,0.004401165862839064,0.0032511798636602023,0.025518903519417508,0,0,0,0.10038558837930468,0.09850043027946806,0,0,0,0,0.07371556217423678,0,0,0,0,0.09206018867423772,0.04729377386842152,0.08688858982706531,0,0,0,0,0,0,0.0684931506849315,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.04819277108433736,0.08333333333333333,0,0,0,0,0,0.14285714285714285,0.0425531914893617,0.041666666666666664,0.09090909090909091,0.125,0,0,0.0625,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
